class_conditional,variant_test_data,cal_test,class,is_correct,verdict,ps_size,confidence,credibility,margin,actual_class_pred_prob,prop_class1,runs_count
False,blurred_SD1,baseline3T-cal_dv1.5T-test,all,0.9452264381884945,0.8745410036719706,0.9159424724602203,0.9994465965688988,0.47744881018262314,0.47689540675152187,0.9982802718877792,0.06842105263157895,100
False,blurred_SD1,baseline3T-cal_dv3T-test,all,0.9609302325581396,0.8587209302325581,0.8680232558139536,0.9994465965688988,0.366076369673492,0.36552296624239067,0.9969876110553741,0.15,100
False,blurred_SD1,dv1.5T-cal_dv1.5T-test,all,0.9449816401468788,0.8962668298653611,0.9376988984088127,0.9806308799114555,0.5253182069728832,0.503043718871057,0.9982852935791016,0.06842105263157895,100
False,blurred_SD1,dv3T-cal_dv3T-test,all,0.9609302325581396,0.8875581395348837,0.9006976744186046,0.9994465965688988,0.49169894853348095,0.4911455451023796,0.9969876110553741,0.15,100
False,blurred_SD2,baseline3T-cal_dv1.5T-test,all,0.9117197062423501,0.6796205630354957,0.7153916768665851,0.9994465965688988,0.18289983397897067,0.1823464305478694,0.9777882248163223,0.06842105263157895,100
False,blurred_SD2,baseline3T-cal_dv3T-test,all,0.9267441860465117,0.6581395348837209,0.6686046511627908,0.9977863862755949,0.15024903154399558,0.14775871610403984,0.9685321599245071,0.15,100
False,blurred_SD2,dv1.5T-cal_dv1.5T-test,all,0.9115973072215422,0.8972154222766218,0.9753671970624235,0.9773104593248478,0.5206142778085223,0.49737133370226894,0.9777082800865173,0.06842105263157895,100
False,blurred_SD2,dv3T-cal_dv3T-test,all,0.9267441860465117,0.8895348837209303,0.9337209302325582,0.9983397897066962,0.5019369120088544,0.5002767017155506,0.9685321599245071,0.15,100
False,blurred_SD3,baseline3T-cal_dv1.5T-test,all,0.7648102815177479,0.2504283965728274,0.27539779681762544,0.987825124515772,0.06170448256779192,0.052296624239070284,0.7950397580862045,0.06842105263157895,100
False,blurred_SD3,baseline3T-cal_dv3T-test,all,0.8186046511627907,0.24372093023255814,0.25034883720930234,0.9872717210846708,0.06032097399003874,0.049667957941339234,0.8039093166589737,0.15,100
False,blurred_SD3,dv1.5T-cal_dv1.5T-test,all,0.7649632802937576,0.9005507955936353,1.3502753977968176,0.9363586054233536,0.5669618151632541,0.4997232982844494,0.7947743088006973,0.06842105263157895,100
False,blurred_SD3,dv3T-cal_dv3T-test,all,0.8186046511627907,0.8927906976744187,1.1731395348837208,0.9701162147205312,0.5163254012174876,0.4905921416712784,0.8039093166589737,0.15,100
False,blurred_SD4,baseline3T-cal_dv1.5T-test,all,0.5866585067319461,0.03081395348837209,0.04440024479804161,0.9822910902047592,0.04067515218594355,0.023519645821804096,0.5670591592788696,0.06842105263157895,100
False,blurred_SD4,baseline3T-cal_dv3T-test,all,0.6572093023255814,0.035,0.041627906976744185,0.9822910902047592,0.03956834532374101,0.021582733812949638,0.6021497249603271,0.15,100
False,blurred_SD4,dv1.5T-cal_dv1.5T-test,all,0.588219094247246,0.8995104039167686,1.7261933904528763,0.8090758162700609,0.6902324294410626,0.4943276148312119,0.5676984041929245,0.06842105263157895,100
False,blurred_SD4,dv3T-cal_dv3T-test,all,0.6572093023255814,0.8990697674418605,1.6074418604651162,0.8613724405091312,0.636137244050913,0.4952960708356392,0.6021497249603271,0.15,100
False,contrast_adapthisteq,baseline3T-cal_dv1.5T-test,all,0.9131884944920441,0.8045899632802938,0.8524785801713586,0.9994465965688988,0.48367459878251245,0.4831211953514112,0.9982293546199799,0.06842105263157895,100
False,contrast_adapthisteq,baseline3T-cal_dv3T-test,all,0.9640697674418605,0.8304651162790697,0.8332558139534884,0.9994465965688988,0.3276148312119535,0.32706142778085223,0.9957417547702789,0.15,100
False,contrast_adapthisteq,dv1.5T-cal_dv1.5T-test,all,0.9128212974296206,0.896297429620563,0.9715728274173807,0.9789706696181516,0.5156336469286109,0.4994465965688988,0.9982268810272217,0.06842105263157895,100
False,contrast_adapthisteq,dv3T-cal_dv3T-test,all,0.9640697674418605,0.8955813953488372,0.9032558139534884,0.9994465965688988,0.48602656336469285,0.4854731599335916,0.9957417547702789,0.15,100
False,contrast_histeq,baseline3T-cal_dv1.5T-test,all,0.5405140758873929,0.24905140758873928,0.4231640146878825,0.9919756502490316,0.08245711123408965,0.07470946319867183,0.5802891552448273,0.06842105263157895,100
False,contrast_histeq,baseline3T-cal_dv3T-test,all,0.45081395348837205,0.25151162790697673,0.47546511627906973,0.9933591588267847,0.09324847814056447,0.08757609297177643,0.38578639179468155,0.15,100
False,contrast_histeq,dv1.5T-cal_dv1.5T-test,all,0.5403916768665851,0.8954406364749081,1.724235006119951,0.796070835639181,0.7152739346983952,0.5055340343110127,0.5798189491033554,0.06842105263157895,100
False,contrast_histeq,dv3T-cal_dv3T-test,all,0.45081395348837205,0.9018604651162792,1.7096511627906978,0.7592695074709463,0.7576092971776425,0.5002767017155506,0.38578639179468155,0.15,100
False,contrast_imadjust,baseline3T-cal_dv1.5T-test,all,0.9339963280293757,0.8570685434516524,0.9001529987760097,0.9994465965688988,0.6441615938018816,0.6436081903707804,0.9993585646152496,0.06842105263157895,100
False,contrast_imadjust,baseline3T-cal_dv3T-test,all,0.9558139534883721,0.8474418604651163,0.8554651162790697,0.9994465965688988,0.5408135030437189,0.5402600996126177,0.9989810734987259,0.15,100
False,contrast_imadjust,dv1.5T-cal_dv1.5T-test,all,0.9335067319461444,0.8930232558139535,0.9429314565483475,0.9845047039291643,0.5077476480354178,0.49833978970669623,0.999358206987381,0.06842105263157895,100
False,contrast_imadjust,dv3T-cal_dv3T-test,all,0.9558139534883721,0.8962790697674419,0.9116279069767442,0.9994465965688988,0.49488101826231323,0.494327614831212,0.9989810734987259,0.15,100
False,baseline,baseline3T-cal_dv1.5T-test,all,0.9493880048959609,0.9005201958384332,0.9430232558139535,0.9994465965688988,0.5849474266740453,0.5843940232429441,0.9991360604763031,0.06842105263157895,100
False,baseline,baseline3T-cal_dv3T-test,all,0.9650000000000001,0.886860465116279,0.8940697674418605,0.9994465965688988,0.49169894853348095,0.4911455451023796,0.9986386895179749,0.15,100
False,baseline,dv1.5T-cal_dv1.5T-test,all,0.9490820073439412,0.8984088127294981,0.9377600979192167,0.9811842833425567,0.5154952960708357,0.5022136137244051,0.9991346597671509,0.06842105263157895,100
False,baseline,dv3T-cal_dv3T-test,all,0.9650000000000001,0.886860465116279,0.8940697674418605,0.9994465965688988,0.49169894853348095,0.4911455451023796,0.9986386895179749,0.15,100
